POLYMER_USED,DRUG,POLYMER_PSMILES,DRUG_SMILES,WATER_PH,CONCENTRATION,CAPACITY,SOURCE,ANALYZED_BY,PAPER
chitosan,methylene blue,*C(C(C(C(C(CO)O)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,5.8,20,11,,gemma4:26b (pdf2image),Using_chitosan_made_from_modified_chitosan_Crab_shells_for_dye_adsorption_equilibrium_kinetic_and_response_surface_methods
Polyacrylamide cryogel containing iron hydroxide oxide particles (Gel a),As(V),*CC(C(=O)N)*,[As],7,100,22.11,Table 2,kimi-k2.6 (pdf2text),Adsorption_Properties_of_ArsenicV_by_Polyacrylamide_Cryogel_Containing_Iron_Hydroxide_Oxide_Particles_Prepared_by_ltigtin_situltigt_Method
Polyacrylamide cryogel containing iron hydroxide oxide particles (Gel b),As(V),*CC(C(=O)N)*,[As],7,100,20.30,Table 2,kimi-k2.6 (pdf2text),Adsorption_Properties_of_ArsenicV_by_Polyacrylamide_Cryogel_Containing_Iron_Hydroxide_Oxide_Particles_Prepared_by_ltigtin_situltigt_Method
Polyacrylamide cryogel containing iron hydroxide oxide particles (Gel c),As(V),*CC(C(=O)N)*,[As],7,100,15.37,Table 2,kimi-k2.6 (pdf2text),Adsorption_Properties_of_ArsenicV_by_Polyacrylamide_Cryogel_Containing_Iron_Hydroxide_Oxide_Particles_Prepared_by_ltigtin_situltigt_Method
Polyacrylamide cryogel containing iron hydroxide oxide particles (Gel d),As(V),*CC(C(=O)N)*,[As],7,100,15.98,Table 2,kimi-k2.6 (pdf2text),Adsorption_Properties_of_ArsenicV_by_Polyacrylamide_Cryogel_Containing_Iron_Hydroxide_Oxide_Particles_Prepared_by_ltigtin_situltigt_Method
Polyacrylamide cryogel containing iron hydroxide oxide particles (Gel e),As(V),*CC(C(=O)N)*,[As],7,100,14.29,Table 2,kimi-k2.6 (pdf2text),Adsorption_Properties_of_ArsenicV_by_Polyacrylamide_Cryogel_Containing_Iron_Hydroxide_Oxide_Particles_Prepared_by_ltigtin_situltigt_Method
Bacterial cellulose aerogel,Methylene blue,*C(C(C(C(CO)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.5,50,16,Figure 4,kimi-k2.6 (pdf2text),Bacterial_Cellulose_Aerogels_Derived_from_Pineapple_Peel_Waste_for_the_Adsorption_of_Dyes
Bacterial cellulose aerogel,Methylene blue,*C(C(C(C(CO)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.5,50,12.3,Figure 4,kimi-k2.6 (pdf2text),Bacterial_Cellulose_Aerogels_Derived_from_Pineapple_Peel_Waste_for_the_Adsorption_of_Dyes
Bacterial cellulose aerogel,Methylene blue,*C(C(C(C(CO)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.5,50,14.7,Figure 5,kimi-k2.6 (pdf2text),Bacterial_Cellulose_Aerogels_Derived_from_Pineapple_Peel_Waste_for_the_Adsorption_of_Dyes
Bacterial cellulose aerogel,Methylene blue,*C(C(C(C(CO)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.5,50,14.8,Figure 8,kimi-k2.6 (pdf2text),Bacterial_Cellulose_Aerogels_Derived_from_Pineapple_Peel_Waste_for_the_Adsorption_of_Dyes
Bacterial cellulose aerogel,Methylene blue,*C(C(C(C(CO)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.5,10,4.1,Figure 9,kimi-k2.6 (pdf2text),Bacterial_Cellulose_Aerogels_Derived_from_Pineapple_Peel_Waste_for_the_Adsorption_of_Dyes
Bacterial cellulose aerogel,Methylene blue,*C(C(C(C(CO)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.5,200,29.7,Figure 9,kimi-k2.6 (pdf2text),Bacterial_Cellulose_Aerogels_Derived_from_Pineapple_Peel_Waste_for_the_Adsorption_of_Dyes
Bacterial cellulose aerogel,Methylene blue,*C(C(C(C(CO)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.5,200,29.2,Figure 14,kimi-k2.6 (pdf2text),Bacterial_Cellulose_Aerogels_Derived_from_Pineapple_Peel_Waste_for_the_Adsorption_of_Dyes
Bacterial cellulose aerogel,Methylene blue,*C(C(C(C(CO)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.5,200,29.8,Figure 14,kimi-k2.6 (pdf2text),Bacterial_Cellulose_Aerogels_Derived_from_Pineapple_Peel_Waste_for_the_Adsorption_of_Dyes
Bacterial cellulose aerogel,Rhodamine B,*C(C(C(C(CO)O)O)O)*,CCN(CC)c1ccc2c(c1)c(c3ccccc3o2)c4ccc(cc4)C(=O)O,6.5,200,28.0,Conclusions,kimi-k2.6 (pdf2text),Bacterial_Cellulose_Aerogels_Derived_from_Pineapple_Peel_Waste_for_the_Adsorption_of_Dyes
Bacterial cellulose aerogel,Crystal violet,*C(C(C(C(CO)O)O)O)*,CN(C)c1ccc(cc1)C(=C2C=CC(=[N+](C)C)C=C2)c3ccc(cc3)N(C)C,6.5,200,33.0,Conclusions,kimi-k2.6 (pdf2text),Bacterial_Cellulose_Aerogels_Derived_from_Pineapple_Peel_Waste_for_the_Adsorption_of_Dyes
Bacterial cellulose aerogel,Malachite green,*C(C(C(C(CO)O)O)O)*,CN(C)c1ccc(cc1)C(=C2C=CC(=[N+](C)C)C=C2)c3ccccc3,6.5,200,48.6,Figure 13,kimi-k2.6 (pdf2text),Bacterial_Cellulose_Aerogels_Derived_from_Pineapple_Peel_Waste_for_the_Adsorption_of_Dyes
Bacterial cellulose aerogel,Congo red,*C(C(C(C(CO)O)O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],6.5,200,101.4,Figure 13,kimi-k2.6 (pdf2text),Bacterial_Cellulose_Aerogels_Derived_from_Pineapple_Peel_Waste_for_the_Adsorption_of_Dyes
Bacterial nanocellulose-based hydrogel,Tetracycline,*C(C(C(C(CO)O)O)O)*,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,7,50,59.52,Bacillus subtilis W7,kimi-k2.6 (pdf2text),Bacterial_nanocellulose-based_hydrogel_from_Bacillus_subtilis_W7_for_a_sustainable_adsorption_of_tetracycline_from_wastewater
Bacterial nanocellulose-based hydrogel,Tetracycline,*C(C(C(C(CO)O)O)O)*,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,7,50,75.24,Bacillus subtilis W7,kimi-k2.6 (pdf2text),Bacterial_nanocellulose-based_hydrogel_from_Bacillus_subtilis_W7_for_a_sustainable_adsorption_of_tetracycline_from_wastewater
Calcium phosphate-chitosan,Tetracycline,*C(C(C(C(C(CO)O)O)O)O)*,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,11.0,25,0–500,223.8,kimi-k2.6 (pdf2text),Biotechnological_adsorbents_for_removal_of_drugs_from_water_use_of_microorganisms_biopolymers_and_composite_materials
Polyethylenimine-grafted crosslinked chitosan spheres,Sodium diclofenac,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],5.0,35,50–200,253.3,kimi-k2.6 (pdf2text),Biotechnological_adsorbents_for_removal_of_drugs_from_water_use_of_microorganisms_biopolymers_and_composite_materials
cellulose citrate,methylene blue,*C(C(C(C(CO)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.2,30,26.86,10.1039/d1ra05464c,kimi-k2.6 (pdf2text),Cellulose_citrate_a_convenient_and_reusable_bio-adsorbent_for_effective_removal_of_methylene_blue_dye_from_artificially_contaminated_water
cellulose citrate,methylene blue,*C(C(C(C(CO)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,6.2,30,27.25,10.1039/d1ra05464c,kimi-k2.6 (pdf2text),Cellulose_citrate_a_convenient_and_reusable_bio-adsorbent_for_effective_removal_of_methylene_blue_dye_from_artificially_contaminated_water
Alginate-immobilized,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,100,548.47,Present work,kimi-k2.6 (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Alginate-immobilized,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,100,541.83,Present work,kimi-k2.6 (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
Alginate-immobilized,Congo Red,*C(C(C(C(=O)[O-])O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],2.0,100,536.41,Present work,kimi-k2.6 (pdf2text),Exploring_strategies_for_adsorption_of_azo_dye_Congo_Red_using_free_and_immobilized_biomasses_of_Trametes_pubescens
g-CuO/PANI,Pb(II),*C1=CC=C(N)C=C1*,[Pb+2],2,25,96.30,https://doi.org/10.1038/s41598-024-81970-2,kimi-k2.6 (pdf2text),Green_synthesis_and_characterization_of_CuOPANI_nanocomposite_for_efficient_Pb_II_adsorption_from_contaminated_water
g-CuO/PANI,Pb(II),*C1=CC=C(N)C=C1*,[Pb+2],2,50,145.16,https://doi.org/10.1038/s41598-024-81970-2,kimi-k2.6 (pdf2text),Green_synthesis_and_characterization_of_CuOPANI_nanocomposite_for_efficient_Pb_II_adsorption_from_contaminated_water
g-CuO/PANI,Pb(II),*C1=CC=C(N)C=C1*,[Pb+2],2,75,200.05,https://doi.org/10.1038/s41598-024-81970-2,kimi-k2.6 (pdf2text),Green_synthesis_and_characterization_of_CuOPANI_nanocomposite_for_efficient_Pb_II_adsorption_from_contaminated_water
g-CuO/PANI,Pb(II),*C1=CC=C(N)C=C1*,[Pb+2],2,100,250.33,https://doi.org/10.1038/s41598-024-81970-2,kimi-k2.6 (pdf2text),Green_synthesis_and_characterization_of_CuOPANI_nanocomposite_for_efficient_Pb_II_adsorption_from_contaminated_water
g-CuO/PANI,Pb(II),*C1=CC=C(N)C=C1*,[Pb+2],2,125,295.74,https://doi.org/10.1038/s41598-024-81970-2,kimi-k2.6 (pdf2text),Green_synthesis_and_characterization_of_CuOPANI_nanocomposite_for_efficient_Pb_II_adsorption_from_contaminated_water
chitosan modified with epichlorohydrin (second trial) and 1-methylimidazole,Ag(I),*C(C(C(C(C(CO)O)O)O)O)*,[Ag+],6.70,12.91,30.90,10.37190/ppmp/215663,kimi-k2.6 (pdf2text),Modified_chitosan_as_a_potential_bioresin_for_AgI_recovery
PVA,Tetracycline,*CC(O)*,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,2,100,12.58,10.2478/eces-2021-0021,kimi-k2.6 (pdf2text),Tetracycline_Removal_from_Water_by_Adsorption_on_Geomaterial_Activated_Carbon_and_Clay_Adsorbents
