POLYMER_USED,DRUG,WATER_PH,CONCENTRATION,CAPACITY,SOURCE,ANALYZED_BY,PAPER
PCL/15%SA filament,Cu,NaN,1,17.9,Table 1,deepseek-v4-flash (pdf2text),3D_printed_composites_from_heat_extruded_polycaprolactonesodium_alginate_filaments_and_their_heavy_metal_adsorption_properties
PCL/15%SA filament,Cu,NaN,1,29.1,Table 1,deepseek-v4-flash (pdf2text),3D_printed_composites_from_heat_extruded_polycaprolactonesodium_alginate_filaments_and_their_heavy_metal_adsorption_properties
PCL/15%SA filament,Cu,NaN,1,30.4,Table 1,deepseek-v4-flash (pdf2text),3D_printed_composites_from_heat_extruded_polycaprolactonesodium_alginate_filaments_and_their_heavy_metal_adsorption_properties
PCL/30%SA filament,Cu,NaN,0.17,39.2,Table 1,deepseek-v4-flash (pdf2text),3D_printed_composites_from_heat_extruded_polycaprolactonesodium_alginate_filaments_and_their_heavy_metal_adsorption_properties
PCL/30%SA filament,Cu,NaN,0.17,73.5,Table 1,deepseek-v4-flash (pdf2text),3D_printed_composites_from_heat_extruded_polycaprolactonesodium_alginate_filaments_and_their_heavy_metal_adsorption_properties
PCL/30%SA filament,Cu,NaN,0.17,93.3,Table 1,deepseek-v4-flash (pdf2text),3D_printed_composites_from_heat_extruded_polycaprolactonesodium_alginate_filaments_and_their_heavy_metal_adsorption_properties
PCL/30%SA filament,Cu,NaN,1,23.2,Table 1,deepseek-v4-flash (pdf2text),3D_printed_composites_from_heat_extruded_polycaprolactonesodium_alginate_filaments_and_their_heavy_metal_adsorption_properties
PCL/30%SA filament,Cu,NaN,1,59.0,Table 1,deepseek-v4-flash (pdf2text),3D_printed_composites_from_heat_extruded_polycaprolactonesodium_alginate_filaments_and_their_heavy_metal_adsorption_properties
PCL/30%SA filament,Cu,NaN,1,87.9,Table 1,deepseek-v4-flash (pdf2text),3D_printed_composites_from_heat_extruded_polycaprolactonesodium_alginate_filaments_and_their_heavy_metal_adsorption_properties
PCL/15%SA 3D pen,Cu,NaN,0.17,20.5,Table 1,deepseek-v4-flash (pdf2text),3D_printed_composites_from_heat_extruded_polycaprolactonesodium_alginate_filaments_and_their_heavy_metal_adsorption_properties
PCL/15%SA 3D pen,Cu,NaN,0.17,23.3,Table 1,deepseek-v4-flash (pdf2text),3D_printed_composites_from_heat_extruded_polycaprolactonesodium_alginate_filaments_and_their_heavy_metal_adsorption_properties
PCL/15%SA 3D pen,Cu,NaN,0.17,24.1,Table 1,deepseek-v4-flash (pdf2text),3D_printed_composites_from_heat_extruded_polycaprolactonesodium_alginate_filaments_and_their_heavy_metal_adsorption_properties
PCL/15%SA FDM 3D printer,Cu,NaN,0.17,14.3,Table 1,deepseek-v4-flash (pdf2text),3D_printed_composites_from_heat_extruded_polycaprolactonesodium_alginate_filaments_and_their_heavy_metal_adsorption_properties
PCL/15%SA FDM 3D printer,Cu,NaN,0.17,15.8,Table 1,deepseek-v4-flash (pdf2text),3D_printed_composites_from_heat_extruded_polycaprolactonesodium_alginate_filaments_and_their_heavy_metal_adsorption_properties
PCL/15%SA FDM 3D printer,Cu,NaN,0.17,23.3,Table 1,deepseek-v4-flash (pdf2text),3D_printed_composites_from_heat_extruded_polycaprolactonesodium_alginate_filaments_and_their_heavy_metal_adsorption_properties
PCL/15%SA growing robot,Cu,NaN,0.17,15.7,Table 1,deepseek-v4-flash (pdf2text),3D_printed_composites_from_heat_extruded_polycaprolactonesodium_alginate_filaments_and_their_heavy_metal_adsorption_properties
PCL/15%SA growing robot,Cu,NaN,0.17,18.8,Table 1,deepseek-v4-flash (pdf2text),3D_printed_composites_from_heat_extruded_polycaprolactonesodium_alginate_filaments_and_their_heavy_metal_adsorption_properties
PCL/15%SA growing robot,Cu,NaN,0.17,22.3,Table 1,deepseek-v4-flash (pdf2text),3D_printed_composites_from_heat_extruded_polycaprolactonesodium_alginate_filaments_and_their_heavy_metal_adsorption_properties
"""1","10-phenanthroline-graft-cell/Filamentous fungi""",Hg2+,3,NaN,39.8,deepseek-v4-flash (pdf2text),A_Biosorption_of_Mercury_from_Wastewater_Using_Isolated_Aspergillus_Sp_Modified_110-Phenanthroline_Hill_Isotherm_Model
B-CDs,Pb(II),8,30,14.2,10.1039/d3na00334e,deepseek-v4-flash (pdf2text),A_carbon_dot-based_clay_nanocomposite_for_efficient_heavy_metal_removal
B-CDs,Pb(II),8,NaN,400,10.1039/d3na00334e,deepseek-v4-flash (pdf2text),A_carbon_dot-based_clay_nanocomposite_for_efficient_heavy_metal_removal
ACCE/G,chlorpyrifos,NaN,NaN,120.48,10.1039/c7ra12898c,deepseek-v4-flash (pdf2text),A_carbonised_sieve-like_corn_straw_cellulosegraphene_oxide_composite_for_organophosphorus_pesticide_removal
ACCE/G,chlorpyrifos,NaN,NaN,135.14,10.1039/c7ra12898c,deepseek-v4-flash (pdf2text),A_carbonised_sieve-like_corn_straw_cellulosegraphene_oxide_composite_for_organophosphorus_pesticide_removal
ACCE/G,chlorpyrifos,NaN,NaN,152.52,10.1039/c7ra12898c,deepseek-v4-flash (pdf2text),A_carbonised_sieve-like_corn_straw_cellulosegraphene_oxide_composite_for_organophosphorus_pesticide_removal
Chitosan,Victoria Blue,NaN,NaN,683.34,Table 2 (This work),deepseek-v4-flash (pdf2text),A_combined_experimental_and_modeling_approach_to_elucidate_the_adsorption_mechanism_for_sustainable_water_treatment_via_In2S3-anchored_chitosan
Chitosan,Victoria Blue,NaN,3.36,696.19,Table 5 (298K),deepseek-v4-flash (pdf2text),A_combined_experimental_and_modeling_approach_to_elucidate_the_adsorption_mechanism_for_sustainable_water_treatment_via_In2S3-anchored_chitosan
Chitosan,Victoria Blue,NaN,3.15,638.50,Table 5 (308K),deepseek-v4-flash (pdf2text),A_combined_experimental_and_modeling_approach_to_elucidate_the_adsorption_mechanism_for_sustainable_water_treatment_via_In2S3-anchored_chitosan
Chitosan,Victoria Blue,NaN,3.58,629.06,Table 5 (318K),deepseek-v4-flash (pdf2text),A_combined_experimental_and_modeling_approach_to_elucidate_the_adsorption_mechanism_for_sustainable_water_treatment_via_In2S3-anchored_chitosan
Chitosan,Victoria Blue,NaN,3.88,606.99,Table 5 (328K),deepseek-v4-flash (pdf2text),A_combined_experimental_and_modeling_approach_to_elucidate_the_adsorption_mechanism_for_sustainable_water_treatment_via_In2S3-anchored_chitosan
Chitosan,Victoria Blue,NaN,100,279.32,Effect of catalyst dosage (12 mg),deepseek-v4-flash (pdf2text),A_combined_experimental_and_modeling_approach_to_elucidate_the_adsorption_mechanism_for_sustainable_water_treatment_via_In2S3-anchored_chitosan
Chitosan,Victoria Blue,NaN,100,226.28,Effect of catalyst dosage (14 mg),deepseek-v4-flash (pdf2text),A_combined_experimental_and_modeling_approach_to_elucidate_the_adsorption_mechanism_for_sustainable_water_treatment_via_In2S3-anchored_chitosan
RH,Congo Red,NaN,NaN,1.58,"""Bull. Chem. Soc. Ethiop. 2020",deepseek-v4-flash (pdf2text),A_comparative_study_of_the_adsorption_of_congo_red_dye_on_rice_husk_rice_husk_char_and_chemically_modified_rice_husk_char_from_aqueous_media
RHC,Congo Red,NaN,NaN,1.28,"""Bull. Chem. Soc. Ethiop. 2020",deepseek-v4-flash (pdf2text),A_comparative_study_of_the_adsorption_of_congo_red_dye_on_rice_husk_rice_husk_char_and_chemically_modified_rice_husk_char_from_aqueous_media
CMRHC,Congo Red,NaN,NaN,2.04,"""Bull. Chem. Soc. Ethiop. 2020",deepseek-v4-flash (pdf2text),A_comparative_study_of_the_adsorption_of_congo_red_dye_on_rice_husk_rice_husk_char_and_chemically_modified_rice_husk_char_from_aqueous_media
SWCNTs (Pristine),BR46,NaN,NaN,38.35,[41],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
Oxidized SWCNTs,BR46,NaN,NaN,49.45,[41],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
MWCNTs,ARS,NaN,NaN,161.290,[45],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
MWCNTs,morin,NaN,NaN,26.247,[45],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
MWCNTs,ECR,NaN,NaN,73.18,[46],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
MWCNTs,RRM,NaN,NaN,335.7,[49],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
Oxidized MWCNTs,MR,NaN,NaN,108.7,[50],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
Oxidized MWCNTs,BTB,NaN,NaN,55.3,[51],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
pHEMA-CS-f-MWCNTs,MO,NaN,NaN,306,[52],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
MWCNTs,MB,NaN,NaN,132.6,[53],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
MWCNTs,MB,NaN,NaN,77.83,[54],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
CNF,OII,NaN,NaN,66.12,[54],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
MWCNTs,OII,NaN,NaN,77.83,[54],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
CNT-impregnated chitosan hydrogel beads (CSBs),CR,NaN,NaN,450.4,[56],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
Chitosan hydrogel beads (CBs),CR,NaN,NaN,200.0,[56],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
CSBs (SDS and MWCNTs),CR,NaN,NaN,375.94,[57],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
SWCNTs,RB29,NaN,NaN,496,[59],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
Alkali-activated MWCNTs,MB,NaN,NaN,399,[63],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
Alkali-activated MWCNTs,MO,NaN,NaN,149,[63],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
MWCNTs,AR18,NaN,NaN,166.67,[64],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
MWCNTs,MB,NaN,NaN,59.7,[65],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
MWCNTs,AR183,NaN,NaN,5.2,[65],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
MWCNTs,AB161,NaN,NaN,NaN,[66],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
MWCNTs,RB4,NaN,NaN,69,[67],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
MWCNTs,AR183,NaN,NaN,45,[67],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
M-MWCNTs (Fentons),MO,NaN,NaN,28,[68],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
Oxidized MWCNTs,DMBAR,NaN,NaN,15.52,[69],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
MWCNTs (Ni nanoparticle catalyzed pyrolysis),MB,NaN,NaN,188.68,[70],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
MWCNTs,Triclosan,NaN,NaN,153.1,[71],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
SWCNTs,RR120,NaN,NaN,426.49,[72],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
PAC,RRM,NaN,NaN,260.7,[55],deepseek-v4-flash (pdf2text),A_comparative_study_on_the_basis_of_adsorption_capacity_between_CNTs_and_activated_carbon_as_adsorbents_for_removal_of_noxious_synthetic_dyes_a_review
ABC-1S,MB,NaN,35,5.57,"""Ben Salah et al. (2026)""",deepseek-v4-flash (pdf2text),A_competitive_approach_for_the_production_of_activated_carbons_from_lignocellulosic_biomass
ABC-1S,MB,NaN,35,5.63,"""Ben Salah et al. (2026)""",deepseek-v4-flash (pdf2text),A_competitive_approach_for_the_production_of_activated_carbons_from_lignocellulosic_biomass
ABC-1S,MB,NaN,35,5.77,"""Ben Salah et al. (2026)""",deepseek-v4-flash (pdf2text),A_competitive_approach_for_the_production_of_activated_carbons_from_lignocellulosic_biomass
ABC-1S,MB,NaN,35,5.82,"""Ben Salah et al. (2026)""",deepseek-v4-flash (pdf2text),A_competitive_approach_for_the_production_of_activated_carbons_from_lignocellulosic_biomass
ABC-2S,MB,NaN,35,4.70,"""Ben Salah et al. (2026)""",deepseek-v4-flash (pdf2text),A_competitive_approach_for_the_production_of_activated_carbons_from_lignocellulosic_biomass
ABC-2S,MB,NaN,35,5.45,"""Ben Salah et al. (2026)""",deepseek-v4-flash (pdf2text),A_competitive_approach_for_the_production_of_activated_carbons_from_lignocellulosic_biomass
ABC-2S,MB,NaN,35,5.55,"""Ben Salah et al. (2026)""",deepseek-v4-flash (pdf2text),A_competitive_approach_for_the_production_of_activated_carbons_from_lignocellulosic_biomass
ABC-2S,MB,NaN,35,5.85,"""Ben Salah et al. (2026)""",deepseek-v4-flash (pdf2text),A_competitive_approach_for_the_production_of_activated_carbons_from_lignocellulosic_biomass
ABC-1S,MB,NaN,800,136.7,"""Ben Salah et al. (2026)""",deepseek-v4-flash (pdf2text),A_competitive_approach_for_the_production_of_activated_carbons_from_lignocellulosic_biomass
ABC-2S,MB,NaN,800,131.8,"""Ben Salah et al. (2026)""",deepseek-v4-flash (pdf2text),A_competitive_approach_for_the_production_of_activated_carbons_from_lignocellulosic_biomass
TEMPO-oxidized cellulose nanofibers,Cu(II),NaN,NaN,135,[43],deepseek-v4-flash (pdf2text),A_comprehensive_review_of_cellulose_nanomaterials_for_adsorption_of_wastewater_pollutants_focus_on_dye_and_heavy_metal_Cr_adsorption_and_oilwater_separation
Succinic anhydride grafted nanocellulose,Cr(VI),NaN,NaN,156.25,[47],deepseek-v4-flash (pdf2text),A_comprehensive_review_of_cellulose_nanomaterials_for_adsorption_of_wastewater_pollutants_focus_on_dye_and_heavy_metal_Cr_adsorption_and_oilwater_separation
CNC@PDA,Cr(VI),NaN,NaN,205,[49],deepseek-v4-flash (pdf2text),A_comprehensive_review_of_cellulose_nanomaterials_for_adsorption_of_wastewater_pollutants_focus_on_dye_and_heavy_metal_Cr_adsorption_and_oilwater_separation
CNC@PDA,Methylene Blue,NaN,500,2066.72,[50],deepseek-v4-flash (pdf2text),A_comprehensive_review_of_cellulose_nanomaterials_for_adsorption_of_wastewater_pollutants_focus_on_dye_and_heavy_metal_Cr_adsorption_and_oilwater_separation
CNC-PVA nanocomposite microgel,Congo Red,NaN,NaN,1469,[92],deepseek-v4-flash (pdf2text),A_comprehensive_review_of_cellulose_nanomaterials_for_adsorption_of_wastewater_pollutants_focus_on_dye_and_heavy_metal_Cr_adsorption_and_oilwater_separation
PDA-CNF-PEI aerogel,Methyl Orange,4.41,NaN,265.9,[94],deepseek-v4-flash (pdf2text),A_comprehensive_review_of_cellulose_nanomaterials_for_adsorption_of_wastewater_pollutants_focus_on_dye_and_heavy_metal_Cr_adsorption_and_oilwater_separation
PDA-CNF-PEI aerogel,Methyl Orange,10.2,NaN,218.3,[94],deepseek-v4-flash (pdf2text),A_comprehensive_review_of_cellulose_nanomaterials_for_adsorption_of_wastewater_pollutants_focus_on_dye_and_heavy_metal_Cr_adsorption_and_oilwater_separation
CNF/GnP hybrid aerogel,Methylene Blue,NaN,NaN,1178.5,[95],deepseek-v4-flash (pdf2text),A_comprehensive_review_of_cellulose_nanomaterials_for_adsorption_of_wastewater_pollutants_focus_on_dye_and_heavy_metal_Cr_adsorption_and_oilwater_separation
CNF/GnP hybrid aerogel,Congo Red,NaN,NaN,585.3,[95],deepseek-v4-flash (pdf2text),A_comprehensive_review_of_cellulose_nanomaterials_for_adsorption_of_wastewater_pollutants_focus_on_dye_and_heavy_metal_Cr_adsorption_and_oilwater_separation
BNC/PMPC nanocomposite membrane,Methylene Blue,NaN,NaN,4.4,[96],deepseek-v4-flash (pdf2text),A_comprehensive_review_of_cellulose_nanomaterials_for_adsorption_of_wastewater_pollutants_focus_on_dye_and_heavy_metal_Cr_adsorption_and_oilwater_separation
BNC/PMPC nanocomposite membrane,Methyl Orange,NaN,NaN,4.5,[96],deepseek-v4-flash (pdf2text),A_comprehensive_review_of_cellulose_nanomaterials_for_adsorption_of_wastewater_pollutants_focus_on_dye_and_heavy_metal_Cr_adsorption_and_oilwater_separation
Chitosan,Cr(VI),2,NaN,61.56,Dinh et al. (2020),deepseek-v4-flash (pdf2text),A_comprehensive_review_on_synthesis_and_application_of_nanocomposites_for_adsorption_of_chromium_status_and_future_prospective
NaN,Cr(VI),4,NaN,112.72,Biswal et al. (2020),deepseek-v4-flash (pdf2text),A_comprehensive_review_on_synthesis_and_application_of_nanocomposites_for_adsorption_of_chromium_status_and_future_prospective
Polypyrrole,Cr(VI),2,25,202.02,Katata-Seru et al. (2020),deepseek-v4-flash (pdf2text),A_comprehensive_review_on_synthesis_and_application_of_nanocomposites_for_adsorption_of_chromium_status_and_future_prospective
Polyaniline,Cr(VI),2,NaN,409.77,Long et al. (2021),deepseek-v4-flash (pdf2text),A_comprehensive_review_on_synthesis_and_application_of_nanocomposites_for_adsorption_of_chromium_status_and_future_prospective
NaN,Cr(VI),NaN,NaN,66.2,Kumar et al. (2023),deepseek-v4-flash (pdf2text),A_comprehensive_review_on_synthesis_and_application_of_nanocomposites_for_adsorption_of_chromium_status_and_future_prospective
NaN,Cr(VI),NaN,NaN,932.1,Li et al. (2020),deepseek-v4-flash (pdf2text),A_comprehensive_review_on_synthesis_and_application_of_nanocomposites_for_adsorption_of_chromium_status_and_future_prospective
Polyaniline,Cr(VI),NaN,NaN,250,Singh and Rachna (2020),deepseek-v4-flash (pdf2text),A_comprehensive_review_on_synthesis_and_application_of_nanocomposites_for_adsorption_of_chromium_status_and_future_prospective
NaN,Cr(VI),NaN,NaN,107.53,Iqbal et al. (2021),deepseek-v4-flash (pdf2text),A_comprehensive_review_on_synthesis_and_application_of_nanocomposites_for_adsorption_of_chromium_status_and_future_prospective
NaN,Cr(VI),NaN,NaN,66.7,Yu and Fu (2020),deepseek-v4-flash (pdf2text),A_comprehensive_review_on_synthesis_and_application_of_nanocomposites_for_adsorption_of_chromium_status_and_future_prospective
CMC,Cr(VI),NaN,NaN,112.5,Zhang et al. (2019),deepseek-v4-flash (pdf2text),A_comprehensive_review_on_synthesis_and_application_of_nanocomposites_for_adsorption_of_chromium_status_and_future_prospective
Polyaniline,Cr(VI),NaN,NaN,625,Bhaumik et al. (2018),deepseek-v4-flash (pdf2text),A_comprehensive_review_on_synthesis_and_application_of_nanocomposites_for_adsorption_of_chromium_status_and_future_prospective
NaN,Cr(VI),4,NaN,198,Zhang et al. (2018),deepseek-v4-flash (pdf2text),A_comprehensive_review_on_synthesis_and_application_of_nanocomposites_for_adsorption_of_chromium_status_and_future_prospective
NaN,Cr(VI),NaN,100,18.5,Elfeky et al. (2017),deepseek-v4-flash (pdf2text),A_comprehensive_review_on_synthesis_and_application_of_nanocomposites_for_adsorption_of_chromium_status_and_future_prospective
NaN,Cr(VI),NaN,NaN,25.044,Fu et al. (2017),deepseek-v4-flash (pdf2text),A_comprehensive_review_on_synthesis_and_application_of_nanocomposites_for_adsorption_of_chromium_status_and_future_prospective
NaN,Cr(VI),NaN,NaN,76.33,Shekari et al. (2017),deepseek-v4-flash (pdf2text),A_comprehensive_review_on_synthesis_and_application_of_nanocomposites_for_adsorption_of_chromium_status_and_future_prospective
groundnut husk,Pb(II),8,75,3.428,86,deepseek-v4-flash (pdf2text),A_comprehensive_review_on_the_decontamination_of_leadscpiiscp_from_water_and_wastewater_by_low-cost_biosorbents
